Tarikh,Negeri,Daerah,Peringkat,Komoditi,Gred/Saiz,Unit,Harga (RM)
18/4/2026,KEDAH,KOTA SETAR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
18/4/2026,KELANTAN,KOTA BHARU,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.92
18/4/2026,KELANTAN,KOTA BHARU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,2.7
18/4/2026,MELAKA,MELAKA TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
18/4/2026,MELAKA,MELAKA TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.5
18/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.33
18/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.63
18/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,KUBIS BULAT,F.A.Q,Kilogram,0.8
18/4/2026,PAHANG,KUANTAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3
18/4/2026,PAHANG,KUANTAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
18/4/2026,PERAK,KINTA,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.5
18/4/2026,PERAK,KINTA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.75
18/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.9
18/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
18/4/2026,SABAH,KOTA KINABALU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5.5
18/4/2026,SABAH,KOTA MARUDU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
18/4/2026,SABAH,PENAMPANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,4.15
18/4/2026,SABAH,RANAU,Ladang,KUBIS BULAT,F.A.Q,Kilogram,2.2
18/4/2026,SARAWAK,LIMBANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
18/4/2026,SARAWAK,MIRI,Borong,KUBIS BULAT,F.A.Q,Kilogram,5
18/4/2026,SARAWAK,MIRI,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
18/4/2026,SELANGOR,KLANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.5
18/4/2026,SELANGOR,KLANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.4
18/4/2026,SELANGOR,PETALING,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
18/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3
18/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.17
18/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.67
18/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,KUBIS BULAT,F.A.Q,Kilogram,1
18/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.33
18/4/2026,W.P. LABUAN,LABUAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,5
18/4/2026,W.P. LABUAN,LABUAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
18/4/2026,JOHOR,BATU PAHAT,Ladang,PISANG MAS,F.A.Q,Kilogram,3
18/4/2026,JOHOR,JOHOR BAHRU,Borong,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,JOHOR,JOHOR BAHRU,Runcit,PISANG MAS,F.A.Q,Kilogram,7
18/4/2026,JOHOR,SEGAMAT,Ladang,PISANG MAS,F.A.Q,Kilogram,2.1
18/4/2026,KEDAH,KOTA SETAR,Borong,PISANG MAS,F.A.Q,Kilogram,3.5
18/4/2026,KEDAH,KOTA SETAR,Runcit,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,KEDAH,POKOK SENA,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
18/4/2026,KELANTAN,KOTA BHARU,Borong,PISANG MAS,F.A.Q,Kilogram,2.38
18/4/2026,KELANTAN,KOTA BHARU,Runcit,PISANG MAS,F.A.Q,Kilogram,3.8
18/4/2026,MELAKA,JASIN,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
18/4/2026,MELAKA,JASIN,Runcit,PISANG MAS,F.A.Q,Kilogram,3.75
18/4/2026,NEGERI SEMBILAN,PORT DICKSON,Ladang,PISANG MAS,F.A.Q,Kilogram,2.3
18/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,PISANG MAS,F.A.Q,Kilogram,4.3
18/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,PISANG MAS,F.A.Q,Kilogram,5.6
18/4/2026,PAHANG,JERANTUT,Ladang,PISANG MAS,F.A.Q,Kilogram,2.9
18/4/2026,PAHANG,KUANTAN,Borong,PISANG MAS,F.A.Q,Kilogram,4.9
18/4/2026,PAHANG,KUANTAN,Runcit,PISANG MAS,F.A.Q,Kilogram,5.9
18/4/2026,PERAK,KINTA,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
18/4/2026,PERAK,KINTA,Borong,PISANG MAS,F.A.Q,Kilogram,4
18/4/2026,PERAK,KINTA,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
18/4/2026,PERLIS,PERLIS,Ladang,PISANG MAS,F.A.Q,Kilogram,2.2
18/4/2026,PERLIS,PERLIS,Borong,PISANG MAS,F.A.Q,Kilogram,4
18/4/2026,PERLIS,PERLIS,Runcit,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,PISANG MAS,F.A.Q,Kilogram,4
18/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
18/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,PISANG MAS,F.A.Q,Kilogram,3
18/4/2026,SABAH,KOTA KINABALU,Runcit,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,SABAH,PENAMPANG,Borong,PISANG MAS,F.A.Q,Kilogram,3.5
18/4/2026,SABAH,TUARAN,Ladang,PISANG MAS,F.A.Q,Kilogram,2
18/4/2026,SARAWAK,KUCHING,Ladang,PISANG MAS,F.A.Q,Kilogram,1.5
18/4/2026,SARAWAK,KUCHING,Borong,PISANG MAS,F.A.Q,Kilogram,3
18/4/2026,SARAWAK,KUCHING,Runcit,PISANG MAS,F.A.Q,Kilogram,4
18/4/2026,SARAWAK,LIMBANG,Runcit,PISANG MAS,F.A.Q,Kilogram,4.5
18/4/2026,SARAWAK,MIRI,Ladang,PISANG MAS,F.A.Q,Kilogram,4
18/4/2026,SARAWAK,MIRI,Borong,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,SARAWAK,MIRI,Runcit,PISANG MAS,F.A.Q,Kilogram,6
18/4/2026,SARAWAK,SIBU,Ladang,PISANG MAS,F.A.Q,Kilogram,3.9
18/4/2026,SARAWAK,SIBU,Runcit,PISANG MAS,F.A.Q,Kilogram,6.1
18/4/2026,SELANGOR,KLANG,Borong,PISANG MAS,F.A.Q,Kilogram,3
18/4/2026,SELANGOR,KLANG,Runcit,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,SELANGOR,PETALING,Borong,PISANG MAS,F.A.Q,Kilogram,4
18/4/2026,SELANGOR,PETALING,Runcit,PISANG MAS,F.A.Q,Kilogram,5
18/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,PISANG MAS,F.A.Q,Kilogram,5.5
18/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,PISANG MAS,F.A.Q,Kilogram,7
18/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,PISANG MAS,F.A.Q,Kilogram,6
18/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,PISANG MAS,F.A.Q,Kilogram,4.5
18/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,PISANG MAS,F.A.Q,Kilogram,6
18/4/2026,W.P. LABUAN,LABUAN,Borong,PISANG MAS,F.A.Q,Kilogram,5.5
18/4/2026,W.P. LABUAN,LABUAN,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
18/4/2026,JOHOR,JOHOR BAHRU,Borong,TOMATO,F.A.Q,Kilogram,1.5
18/4/2026,JOHOR,JOHOR BAHRU,Runcit,TOMATO,F.A.Q,Kilogram,3
18/4/2026,JOHOR,KULAI,Borong,TOMATO,F.A.Q,Kilogram,2
18/4/2026,JOHOR,KULAI,Runcit,TOMATO,F.A.Q,Kilogram,4
18/4/2026,JOHOR,SEGAMAT,Runcit,TOMATO,F.A.Q,Kilogram,5
18/4/2026,KEDAH,KOTA SETAR,Borong,TOMATO,F.A.Q,Kilogram,2.5
18/4/2026,KEDAH,KOTA SETAR,Runcit,TOMATO,F.A.Q,Kilogram,5
18/4/2026,KELANTAN,KOTA BHARU,Borong,TOMATO,F.A.Q,Kilogram,2.18
18/4/2026,KELANTAN,KOTA BHARU,Runcit,TOMATO,F.A.Q,Kilogram,3.2
18/4/2026,MELAKA,MELAKA TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.8
18/4/2026,MELAKA,MELAKA TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,3
18/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,TOMATO,F.A.Q,Kilogram,3.37
18/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,TOMATO,F.A.Q,Kilogram,4.8
18/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,TOMATO,F.A.Q,Kilogram,1.2
18/4/2026,PAHANG,KUANTAN,Borong,TOMATO,F.A.Q,Kilogram,3.42
18/4/2026,PAHANG,KUANTAN,Runcit,TOMATO,F.A.Q,Kilogram,4.38
18/4/2026,PERAK,KINTA,Borong,TOMATO,F.A.Q,Kilogram,1.35
18/4/2026,PERAK,KINTA,Runcit,TOMATO,F.A.Q,Kilogram,3.25
18/4/2026,PERLIS,PERLIS,Borong,TOMATO,F.A.Q,Kilogram,3
18/4/2026,PERLIS,PERLIS,Runcit,TOMATO,F.A.Q,Kilogram,5
18/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.35
18/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,4.25
18/4/2026,SABAH,KOTA KINABALU,Runcit,TOMATO,F.A.Q,Kilogram,10
18/4/2026,SABAH,PENAMPANG,Borong,TOMATO,F.A.Q,Kilogram,8
18/4/2026,SABAH,RANAU,Ladang,TOMATO,F.A.Q,Kilogram,3.5
18/4/2026,SARAWAK,DARO,Runcit,TOMATO,F.A.Q,Kilogram,6.9
18/4/2026,SARAWAK,KUCHING,Borong,TOMATO,F.A.Q,Kilogram,7
18/4/2026,SARAWAK,KUCHING,Runcit,TOMATO,F.A.Q,Kilogram,10
18/4/2026,SARAWAK,LIMBANG,Runcit,TOMATO,F.A.Q,Kilogram,10.5
18/4/2026,SARAWAK,MIRI,Borong,TOMATO,F.A.Q,Kilogram,8
18/4/2026,SARAWAK,MIRI,Runcit,TOMATO,F.A.Q,Kilogram,9
18/4/2026,SARAWAK,MUKAH,Runcit,TOMATO,F.A.Q,Kilogram,7.8
18/4/2026,SARAWAK,SARIKEI,Ladang,TOMATO,F.A.Q,Kilogram,4.5
18/4/2026,SARAWAK,SARIKEI,Runcit,TOMATO,F.A.Q,Kilogram,7
18/4/2026,SARAWAK,SIBU,Borong,TOMATO,F.A.Q,Kilogram,4.5
18/4/2026,SARAWAK,SIBU,Runcit,TOMATO,F.A.Q,Kilogram,7.1
18/4/2026,SELANGOR,KLANG,Borong,TOMATO,F.A.Q,Kilogram,3
18/4/2026,SELANGOR,KLANG,Runcit,TOMATO,F.A.Q,Kilogram,4.25
18/4/2026,SELANGOR,PETALING,Borong,TOMATO,F.A.Q,Kilogram,1.5
18/4/2026,SELANGOR,PETALING,Runcit,TOMATO,F.A.Q,Kilogram,2
18/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,TOMATO,F.A.Q,Kilogram,3.17
18/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,TOMATO,F.A.Q,Kilogram,4.17
18/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,TOMATO,F.A.Q,Kilogram,3
18/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,TOMATO,F.A.Q,Kilogram,1.3
18/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,TOMATO,F.A.Q,Kilogram,2.9
18/4/2026,W.P. LABUAN,LABUAN,Runcit,TOMATO,F.A.Q,Kilogram,8
17/4/2026,JOHOR,JOHOR BAHRU,Ladang,BAYAM,F.A.Q,Kilogram,2.5
17/4/2026,JOHOR,JOHOR BAHRU,Borong,BAYAM,F.A.Q,Kilogram,3
17/4/2026,JOHOR,JOHOR BAHRU,Runcit,BAYAM,F.A.Q,Kilogram,5
17/4/2026,KEDAH,KOTA SETAR,Borong,BAYAM,F.A.Q,Kilogram,3
17/4/2026,KEDAH,KOTA SETAR,Runcit,BAYAM,F.A.Q,Kilogram,4.5
17/4/2026,KELANTAN,KOTA BHARU,Borong,BAYAM,F.A.Q,Kilogram,4.8
17/4/2026,KELANTAN,KOTA BHARU,Runcit,BAYAM,F.A.Q,Kilogram,6.6
17/4/2026,KELANTAN,TUMPAT,Ladang,BAYAM,F.A.Q,Kilogram,3
17/4/2026,MELAKA,MELAKA TENGAH,Ladang,BAYAM,F.A.Q,Kilogram,1.3
17/4/2026,MELAKA,MELAKA TENGAH,Borong,BAYAM,F.A.Q,Kilogram,1.9
17/4/2026,MELAKA,MELAKA TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,3
17/4/2026,NEGERI SEMBILAN,KUALA PILAH,Ladang,BAYAM,F.A.Q,Kilogram,1.65
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Ladang,BAYAM,F.A.Q,Kilogram,1.7
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,BAYAM,F.A.Q,Kilogram,3.17
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,BAYAM,F.A.Q,Kilogram,4.55
17/4/2026,PAHANG,KUANTAN,Ladang,BAYAM,F.A.Q,Kilogram,1.87
17/4/2026,PAHANG,KUANTAN,Borong,BAYAM,F.A.Q,Kilogram,3.56
17/4/2026,PAHANG,KUANTAN,Runcit,BAYAM,F.A.Q,Kilogram,5
17/4/2026,PERAK,KINTA,Ladang,BAYAM,F.A.Q,Kilogram,1.4
17/4/2026,PERAK,KINTA,Borong,BAYAM,F.A.Q,Kilogram,1.75
17/4/2026,PERAK,KINTA,Runcit,BAYAM,F.A.Q,Kilogram,4.5
17/4/2026,PERLIS,PERLIS,Ladang,BAYAM,F.A.Q,Kilogram,2.03
17/4/2026,PERLIS,PERLIS,Borong,BAYAM,F.A.Q,Kilogram,4
17/4/2026,PERLIS,PERLIS,Runcit,BAYAM,F.A.Q,Kilogram,6
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,BAYAM,F.A.Q,Kilogram,2
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,5
17/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,BAYAM,F.A.Q,Kilogram,1.4
17/4/2026,SABAH,KOTA KINABALU,Runcit,BAYAM,F.A.Q,Kilogram,5
17/4/2026,SABAH,KOTA MARUDU,Ladang,BAYAM,F.A.Q,Kilogram,3.6
17/4/2026,SABAH,KOTA MARUDU,Runcit,BAYAM,F.A.Q,Kilogram,5.5
17/4/2026,SABAH,PENAMPANG,Borong,BAYAM,F.A.Q,Kilogram,3.5
17/4/2026,SABAH,RANAU,Ladang,BAYAM,F.A.Q,Kilogram,2.5
17/4/2026,SABAH,SANDAKAN,Runcit,BAYAM,F.A.Q,Kilogram,6
17/4/2026,SARAWAK,KUCHING,Ladang,BAYAM,F.A.Q,Kilogram,2.5
17/4/2026,SARAWAK,KUCHING,Borong,BAYAM,F.A.Q,Kilogram,5
17/4/2026,SARAWAK,KUCHING,Runcit,BAYAM,F.A.Q,Kilogram,9
17/4/2026,SARAWAK,MIRI,Ladang,BAYAM,F.A.Q,Kilogram,4
17/4/2026,SARAWAK,MIRI,Borong,BAYAM,F.A.Q,Kilogram,5
17/4/2026,SARAWAK,MIRI,Runcit,BAYAM,F.A.Q,Kilogram,6
17/4/2026,SARAWAK,SIBU,Ladang,BAYAM,F.A.Q,Kilogram,2.9
17/4/2026,SARAWAK,SIBU,Borong,BAYAM,F.A.Q,Kilogram,4.1
17/4/2026,SARAWAK,SIBU,Runcit,BAYAM,F.A.Q,Kilogram,6.1
17/4/2026,SELANGOR,KLANG,Ladang,BAYAM,F.A.Q,Kilogram,2
17/4/2026,SELANGOR,KLANG,Borong,BAYAM,F.A.Q,Kilogram,3
17/4/2026,SELANGOR,KLANG,Runcit,BAYAM,F.A.Q,Kilogram,4
17/4/2026,SELANGOR,PETALING,Borong,BAYAM,F.A.Q,Kilogram,3.25
17/4/2026,SELANGOR,PETALING,Runcit,BAYAM,F.A.Q,Kilogram,4.25
17/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,BAYAM,F.A.Q,Kilogram,7
17/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,BAYAM,F.A.Q,Kilogram,9
17/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,BAYAM,F.A.Q,Kilogram,4.25
17/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,BAYAM,F.A.Q,Kilogram,2
17/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,BAYAM,F.A.Q,Kilogram,5.5
17/4/2026,W.P. LABUAN,LABUAN,Borong,BAYAM,F.A.Q,Kilogram,5
17/4/2026,W.P. LABUAN,LABUAN,Runcit,BAYAM,F.A.Q,Kilogram,9
17/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,BAYAM,F.A.Q,Kilogram,7.5
17/4/2026,MELAKA,MELAKA TENGAH,Ladang,CILI HIJAU,F.A.Q,Kilogram,5.5
17/4/2026,NEGERI SEMBILAN,KUALA PILAH,Ladang,CILI HIJAU,F.A.Q,Kilogram,5.75
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
17/4/2026,SABAH,KOTA KINABALU,Runcit,CILI HIJAU,F.A.Q,Kilogram,18
17/4/2026,SABAH,PENAMPANG,Borong,CILI HIJAU,F.A.Q,Kilogram,16
17/4/2026,SABAH,RANAU,Ladang,CILI HIJAU,F.A.Q,Kilogram,12
17/4/2026,SABAH,SANDAKAN,Runcit,CILI HIJAU,F.A.Q,Kilogram,30
17/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,CILI HIJAU,F.A.Q,Kilogram,17
17/4/2026,SABAH,PENAMPANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,6
17/4/2026,SABAH,SANDAKAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,8
17/4/2026,SABAH,SEMPORNA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
17/4/2026,SABAH,SEMPORNA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
17/4/2026,JOHOR,JOHOR BAHRU,Borong,KUBIS BULAT,F.A.Q,Kilogram,4.5
17/4/2026,JOHOR,JOHOR BAHRU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
17/4/2026,KEDAH,KOTA SETAR,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
17/4/2026,KEDAH,KOTA SETAR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
17/4/2026,KELANTAN,KOTA BHARU,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.92
17/4/2026,KELANTAN,KOTA BHARU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,2.7
17/4/2026,MELAKA,MELAKA TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
17/4/2026,MELAKA,MELAKA TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.25
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.3
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.73
17/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,KUBIS BULAT,F.A.Q,Kilogram,0.7
17/4/2026,PAHANG,KUANTAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.5
17/4/2026,PAHANG,KUANTAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
17/4/2026,PERAK,KINTA,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.5
17/4/2026,PERAK,KINTA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.75
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.6
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
17/4/2026,PULAU PINANG,KOTA MARUDU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
17/4/2026,PULAU PINANG,PENAMPANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,4.5
17/4/2026,PULAU PINANG,RANAU,Ladang,KUBIS BULAT,F.A.Q,Kilogram,2
17/4/2026,PULAU PINANG,SANDAKAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,8
17/4/2026,PULAU PINANG,SEMPORNA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
17/4/2026,SARAWAK,LIMBANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
17/4/2026,SARAWAK,MIRI,Ladang,KUBIS BULAT,F.A.Q,Kilogram,4
17/4/2026,SARAWAK,MIRI,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
17/4/2026,SELANGOR,KLANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.5
17/4/2026,SELANGOR,KLANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.5
17/4/2026,SELANGOR,PETALING,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
17/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3
17/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
17/4/2026,SELANGOR,KUALA LUMPUR,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.2
17/4/2026,SELANGOR,KUALA LUMPUR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
17/4/2026,W.P. LABUAN,LABUAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,5
17/4/2026,W.P. LABUAN,LABUAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
17/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
17/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
17/4/2026,SABAH,KOTA KINABALU,Runcit,PISANG MAS,F.A.Q,Kilogram,5.5
17/4/2026,SABAH,PENAMPANG,Borong,PISANG MAS,F.A.Q,Kilogram,3.75
17/4/2026,SABAH,SANDAKAN,Runcit,PISANG MAS,F.A.Q,Kilogram,6
17/4/2026,SABAH,TUARAN,Ladang,PISANG MAS,F.A.Q,Kilogram,2
17/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,PISANG MAS,F.A.Q,Kilogram,7.7
17/4/2026,JOHOR,JOHOR BAHRU,Borong,TOMATO,F.A.Q,Kilogram,1.5
17/4/2026,JOHOR,JOHOR BAHRU,Runcit,TOMATO,F.A.Q,Kilogram,3
17/4/2026,KEDAH,KOTA SETAR,Borong,TOMATO,F.A.Q,Kilogram,2.5
17/4/2026,KEDAH,KOTA SETAR,Runcit,TOMATO,F.A.Q,Kilogram,5
17/4/2026,KELANTAN,KOTA BHARU,Borong,TOMATO,F.A.Q,Kilogram,2.18
17/4/2026,KELANTAN,KOTA BHARU,Runcit,TOMATO,F.A.Q,Kilogram,3.2
17/4/2026,MELAKA,MELAKA TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.8
17/4/2026,MELAKA,MELAKA TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,3
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,TOMATO,F.A.Q,Kilogram,3.33
17/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,TOMATO,F.A.Q,Kilogram,4.78
17/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,TOMATO,F.A.Q,Kilogram,1.4
17/4/2026,PAHANG,KUANTAN,Borong,TOMATO,F.A.Q,Kilogram,3.38
17/4/2026,PAHANG,KUANTAN,Runcit,TOMATO,F.A.Q,Kilogram,4.42
17/4/2026,PERAK,KINTA,Borong,TOMATO,F.A.Q,Kilogram,1.25
17/4/2026,PERAK,KINTA,Runcit,TOMATO,F.A.Q,Kilogram,3.25
17/4/2026,PERLIS,PERLIS,Borong,TOMATO,F.A.Q,Kilogram,3
17/4/2026,PERLIS,PERLIS,Runcit,TOMATO,F.A.Q,Kilogram,5
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.2
17/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,4.12
17/4/2026,SABAH,KOTA KINABALU,Runcit,TOMATO,F.A.Q,Kilogram,10
17/4/2026,SABAH,PENAMPANG,Borong,TOMATO,F.A.Q,Kilogram,8
17/4/2026,SABAH,RANAU,Ladang,TOMATO,F.A.Q,Kilogram,4.5
17/4/2026,SABAH,SANDAKAN,Runcit,TOMATO,F.A.Q,Kilogram,10
17/4/2026,SARAWAK,KUCHING,Borong,TOMATO,F.A.Q,Kilogram,7
17/4/2026,SARAWAK,KUCHING,Runcit,TOMATO,F.A.Q,Kilogram,10
17/4/2026,SARAWAK,LIMBANG,Runcit,TOMATO,F.A.Q,Kilogram,10.5
17/4/2026,SARAWAK,MIRI,Borong,TOMATO,F.A.Q,Kilogram,8
17/4/2026,SARAWAK,MIRI,Runcit,TOMATO,F.A.Q,Kilogram,9
17/4/2026,SARAWAK,SARIKEI,Runcit,TOMATO,F.A.Q,Kilogram,7
17/4/2026,SARAWAK,SIBU,Borong,TOMATO,F.A.Q,Kilogram,4.5
17/4/2026,SARAWAK,SIBU,Runcit,TOMATO,F.A.Q,Kilogram,7.1
17/4/2026,SELANGOR,KLANG,Borong,TOMATO,F.A.Q,Kilogram,3
17/4/2026,SELANGOR,KLANG,Runcit,TOMATO,F.A.Q,Kilogram,3.7
17/4/2026,SELANGOR,PETALING,Borong,TOMATO,F.A.Q,Kilogram,1.5
17/4/2026,SELANGOR,PETALING,Runcit,TOMATO,F.A.Q,Kilogram,2
17/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,TOMATO,F.A.Q,Kilogram,3.5
17/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,TOMATO,F.A.Q,Kilogram,4
17/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,TOMATO,F.A.Q,Kilogram,2.25
17/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,TOMATO,F.A.Q,Kilogram,1.35
17/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,TOMATO,F.A.Q,Kilogram,3.5
